clip_name,end,event_number,start
ESPN_E_App_Logo_Reveal_sfx_1080_23.98fps.mov,00:00:04;02,001,00:00:00;00
Rooks Episode 8 FINAL VO Stem_15.wav,00:11:38;30,002,00:00:00;00
Rooks Episode 8 FINAL Dia Stem_15.wav,00:11:38;30,003,00:00:00;00
MVI_0102.MP4,00:00:06;03,004,00:00:04;02
MVI_0089.MP4,00:00:17;50,005,00:00:06;03
MVI_0088.MP4,00:00:19;57,006,00:00:17;50
MVI_0089.MP4,00:00:22;45,007,00:00:19;57
MVI_0095.MP4,00:00:25;16,008,00:00:22;45
MVI_0089.MP4,00:00:29;57,009,00:00:25;16
MVI_0089.MP4,00:00:33;49,010,00:00:29;57
NBA ROOKS_Intro_v02_92319.mov,00:00:50;18,011,00:00:33;49
938993 rj barrett knicks vegas dinner.mov,00:00:53;44,012,00:00:50;18
938993 rj barrett knicks vegas dinner.mov,00:00:55;57,013,00:00:53;44
938993 rj barrett knicks vegas dinner.mov,00:00:59;49,014,00:00:55;57
938993 rj barrett knicks vegas dinner.mov,00:01:02;03,015,00:00:59;49
938993 rj barrett knicks vegas dinner.mov,00:01:07;11,016,00:01:02;03
938993 rj barrett knicks vegas dinner.mov,00:01:09;38,017,00:01:07;11
938993 rj barrett knicks vegas dinner.mov,00:01:12;26,018,00:01:09;38
938993 rj barrett knicks vegas dinner.mov,00:01:16;01,019,00:01:12;26
938993 rj barrett knicks vegas dinner.mov,00:01:25;26,020,00:01:16;01
938993 rj barrett knicks vegas dinner.mov,00:01:28;08,021,00:01:25;26
938993 rj barrett knicks vegas dinner.mov,00:01:30;53,022,00:01:28;08
938993 rj barrett knicks vegas dinner.mov,00:01:36;11,023,00:01:30;53
938993 rj barrett knicks vegas dinner.mov,00:01:37;40,024,00:01:36;11
938993 rj barrett knicks vegas dinner.mov,00:01:42;41,025,00:01:37;40
938993 rj barrett knicks vegas dinner.mov,00:01:44;07,026,00:01:42;41
938993 rj barrett knicks vegas dinner.mov,00:01:53;55,027,00:01:44;07
